Date,Value 
2022-04-01,+12.41
2022-04-02,+13.51
2022-04-03,+10.96
2022-04-04,+11.61
2022-04-05,+11.15
2022-04-06,+13.03
2022-04-07,+11.78
2022-04-08,+11.03
2022-04-09,+12.86
2022-04-10,+10.13
2022-04-11,+11.12
2022-04-12,+11.30
2022-04-13,+12.60
2022-04-14,+11.25
2022-04-15,+11.51
2022-04-16,+13.50
2022-04-17,+10.80
2022-04-18,+11.16
2022-04-19,+10.95
2022-04-20,+11.01
2022-04-21,+11.51
2022-04-22,+12.20
2022-04-23,+12.43
2022-04-24,+11.65
2022-04-25,+10.55
2022-04-26,+11.00
2022-04-27,+11.65
2022-04-28,+11.18
2022-04-29,+12.01
2022-04-30,+12.70
