Date,Value
2019-10-01,+63.4
2019-10-02,+62.5
2019-10-03,+62.5
2019-10-04,+62.9
2019-10-05,+63.5
2019-10-06,+63.1
2019-10-07,+63.9
2019-10-08,+63.3
2019-10-09,+63.8
2019-10-10,+64.2
2019-10-11,+64.3
2019-10-12,+64.2
2019-10-13,+64.2
2019-10-14,+64.4
2019-10-15,+64.9
2019-10-17,+64.8
2019-10-18,+65.1
2019-10-19,+65.3
2019-10-20,+64.4
2019-10-21,+65.0
2019-10-22,+65.5
2019-10-23,+66.0
2019-10-24,+64.9
2019-10-25,+64.9
2019-10-26,+65.2
2019-10-27,+65.1
2019-10-28,+65.3
2019-10-29,+65.2
2019-10-30,+65.3
2019-10-31,+65.3
