Date,Value 
2022-05-01,+36.0
2022-05-02,+36.4
2022-05-03,+36.5
2022-05-05,+36.1
2022-05-06,+36.1
2022-05-07,+36.6
2022-05-08,+36.2
2022-05-09,+36.4
2022-05-10,+36.3
2022-05-11,+36.2
2022-05-12,+36.4
2022-05-13,+36.3
2022-05-14,+36.1
2022-05-15,+36.0
2022-05-16,+36.3
2022-05-17,+36.2
2022-05-18,+36.3
2022-05-19,+36.2
2022-05-20,+36.1
2022-05-21,+36.4
2022-05-22,+36.3
2022-05-23,+36.1
2022-05-24,+36.2
2022-05-25,+36.3
2022-05-26,+36.5
2022-05-27,+36.1
2022-05-28,+36.4
2022-05-29,+36.3
2022-05-30,+36.3
2022-05-31,+36.3
