Date,Value 
2022-03-01,+6.00
2022-03-02,+6.48
2022-03-03,+5.18
2022-03-04,+5.50
2022-03-05,+6.20
2022-03-06,+4.60
2022-03-07,+7.50
2022-03-08,+5.50
2022-03-09,+6.45
2022-03-10,+6.00
2022-03-11,+6.63
2022-03-12,+5.86
2022-03-13,+5.86
2022-03-14,+6.06
2022-03-15,+5.06
2022-03-16,+5.40
2022-03-17,+5.06
2022-03-18,+5.50
2022-03-19,+6.78
2022-03-20,+7.86
2022-03-21,+5.00
2022-03-22,+6.88
2022-03-23,+5.88
2022-03-24,+5.91
2022-03-25,+7.41
2022-03-26,+6.31
2022-03-27,+6.23
2022-03-28,+5.56
2022-03-29,+5.00
2022-03-30,+7.06
2022-03-31,+6.70
