Date,Value 
2021-09-01,+4.21
2021-09-02,+8.00
2021-09-03,+6.88
2021-09-04,+6.71
2021-09-05,+6.88
2021-09-06,+6.83
2021-09-07,+5.00
2021-09-08,+5.21
2021-09-09,+5.61
2021-09-10,+5.35
2021-09-11,+7.11
2021-09-12,+5.50
2021-09-13,+7.50
2021-09-14,+4.50
2021-09-15,+6.00
2021-09-16,+4.01
2021-09-17,+5.16
2021-09-18,+7.05
2021-09-19,+5.00
2021-09-20,+8.50
2021-09-21,+5.00
2021-09-22,+4.50
2021-09-23,+4.16
2021-09-24,+3.00
2021-09-25,+3.70
2021-09-26,+2.83
2021-09-27,+9.25
2021-09-28,+7.31
2021-09-29,+8.46
2021-09-30,+8.26
