Date,Value 
2022-08-01,+30.00
2022-08-02,+30.00
2022-08-03,+31.00
2022-08-04,+30.00
2022-08-05,+31.00
2022-08-06,+31.00
2022-08-07,+30.00
2022-08-08,+30.00
2022-08-09,+30.50
2022-08-10,+30.00
2022-08-11,+30.00
2022-08-12,+31.00
2022-08-13,+30.00
2022-08-14,+30.00
2022-08-15,+30.50
2022-08-16,+30.00
2022-08-17,+31.50
2022-08-18,+30.00
2022-08-19,+30.50
2022-08-20,+30.50
2022-08-21,+30.00
2022-08-22,+30.00
2022-08-23,+30.50
2022-08-24,+30.50
2022-08-25,+30.00
2022-08-26,+30.50
2022-08-27,+31.00
2022-08-28,+30.00
2022-08-29,+30.50
2022-08-30,+30.50
2022-08-31,+30.50
