Date,Value
2021-11-01,+12.45
2021-11-02,+10.00
2021-11-03,+13.51
2021-11-04,+11.56
2021-11-05,+12.50
2021-11-06,+13.36
2021-11-07,+12.00
2021-11-08,+9.00
2021-11-09,+13.00
2021-11-10,+12.70
2021-11-11,+12.25
2021-11-12,+12.55
2021-11-13,+13.43
2021-11-14,+12.20
2021-11-15,+12.25
2021-11-16,+10.50
2021-11-17,+10.00
2021-11-18,+13.70
2021-11-19,+10.05
2021-11-20,+13.70
2021-11-21,+12.65
2021-11-22,+11.00
2021-11-23,+12.38
2021-11-24,+13.36
2021-11-25,+10.00
2021-11-26,+12.65
2021-11-27,+15.53
2021-11-28,+13.50
2021-11-29,+13.28
2021-11-30,+12.00
