Date,Value
2022-01-01,+7.83
2022-01-02,+7.95
2022-01-03,+6.00
2022-01-04,+6.58
2022-01-05,+6.60
2022-01-06,+6.03
2022-01-07,+6.61
2022-01-08,+6.55
2022-01-09,+7.16
2022-01-10,+6.43
2022-01-11,+7.18
2022-01-12,+7.08
2022-01-13,+6.03
2022-01-14,+7.58
2022-01-15,+6.28
2022-01-16,+6.46
2022-01-17,+5.83
2022-01-18,+6.43
2022-01-19,+7.63
2022-01-20,+7.48
2022-01-21,+6.00
2022-01-22,+5.81
2022-01-23,+7.61
2022-01-24,+7.30
2022-01-25,+6.81
2022-01-26,+7.51
2022-01-27,+6.55
2022-01-28,+6.31
2022-01-29,+6.78
2022-01-30,+6.13
2022-01-31,+6.00
