Date,Value 
2023-03-01,+7.41
2023-03-02,+5.00
2023-03-03,+6.20
2023-03-04,+6.86
2023-03-05,+6.38
2023-03-06,+5.53
2023-03-07,+6.16
2023-03-08,+6.05
2023-03-09,+5.01
2023-03-10,+5.00
2023-03-11,+4.50
2023-03-12,+7.00
2023-03-13,+5.00
2023-03-14,+5.83
2023-03-15,+5.31
2023-03-16,+5.50
2023-03-17,+5.50
2023-03-18,+4.51
2023-03-19,+7.16
2023-03-20,+6.01
2023-03-21,+6.15
2023-03-22,+6.63
2023-03-23,+6.06
2023-03-24,+6.00
2023-03-25,+6.15
2023-03-26,+6.85
2023-03-27,+6.10
2023-03-28,+6.30
2023-03-29,+7.40
2023-03-30,+5.40
2023-03-31,+7.33
