Date,Value 
2022-08-01,+10.85
2022-08-02,+13.30
2022-08-03,+12.00
2022-08-04,+13.40
2022-08-05,+10.96
2022-08-06,+14.55
2022-08-07,+11.63
2022-08-08,+12.41
2022-08-09,+11.51
2022-08-10,+12.50
2022-08-11,+12.05
2022-08-12,+11.60
2022-08-13,+13.23
2022-08-14,+13.46
2022-08-15,+11.50
2022-08-16,+11.80
2022-08-17,+11.10
2022-08-18,+14.11
2022-08-19,+11.80
2022-08-20,+14.00
2022-08-21,+10.80
2022-08-22,+11.58
2022-08-23,+11.51
2022-08-24,+12.71
2022-08-25,+12.30
2022-08-26,+12.85
2022-08-27,+13.40
2022-08-28,+13.90
2022-08-29,+12.16
2022-08-30,+12.85
2022-08-31,+14.16
