Date,Value 
2023-06-01,+13.50
2023-06-02,+13.95
2023-06-03,+15.73
2023-06-04,+11.00
2023-06-05,+13.41
2023-06-06,+14.58
2023-06-07,+14.86
2023-06-08,+11.25
2023-06-09,+13.95
2023-06-10,+15.50
2023-06-11,+13.55
2023-06-12,+14.00
2023-06-13,+14.00
2023-06-14,+15.23
2023-06-15,+14.03
2023-06-16,+13.68
2023-06-17,+14.90
2023-06-18,+11.83
2023-06-19,+14.25
2023-06-20,+15.80
2023-06-21,+13.56
2023-06-22,+13.88
2023-06-23,+13.63
2023-06-24,+14.93
2023-06-25,+14.53
2023-06-26,+14.40
2023-06-27,+13.83
2023-06-28,+14.61
2023-06-29,+12.58
2023-06-30,+13.00
