Date,Value 
2021-08-01,+30.50
2021-08-02,+33.00
2021-08-03,+31.00
2021-08-04,+33.00
2021-08-05,+32.16
2021-08-06,+33.00
2021-08-07,+31.75
2021-08-08,+32.16
2021-08-09,+32.50
2021-08-10,+34.66
2021-08-11,+32.66
2021-08-12,+31.50
2021-08-13,+35.00
2021-08-14,+34.00
2021-08-15,+32.66
2021-08-16,+33.00
2021-08-17,+33.00
2021-08-18,+32.50
2021-08-19,+32.50
2021-08-20,+34.50
2021-08-21,+33.00
2021-08-22,+32.00
2021-08-23,+31.25
2021-08-24,+36.00
2021-08-25,+32.00
2021-08-26,+34.00
2021-08-27,+33.00
2021-08-28,+34.25
2021-08-29,+32.00
2021-08-30,+34.75
2021-08-31,+34.75
