Date,Value 
2022-12-01,+11.56
2022-12-02,+11.50
2022-12-03,+14.43
2022-12-04,+11.58
2022-12-05,+11.46
2022-12-06,+11.25
2022-12-07,+12.16
2022-12-08,+11.65
2022-12-09,+10.90
2022-12-10,+13.35
2022-12-11,+14.21
2022-12-12,+11.06
2022-12-13,+11.71
2022-12-14,+14.08
2022-12-15,+12.90
2022-12-16,+12.15
2022-12-17,+11.50
2022-12-18,+14.65
2022-12-19,+11.73
2022-12-20,+12.51
2022-12-21,+13.01
2022-12-22,+14.53
2022-12-23,+12.10
2022-12-24,+12.25
2022-12-25,+11.55
2022-12-26,+14.66
2022-12-27,+11.66
2022-12-28,+12.36
2022-12-29,+15.20
2022-12-30,+12.80
