Date,Value 
2022-06-01,+30.50
2022-06-02,+30.00
2022-06-03,+30.00
2022-06-04,+30.50
2022-06-05,+30.50
2022-06-06,+31.00
2022-06-07,+31.00
2022-06-08,+30.00
2022-06-09,+30.00
2022-06-10,+31.00
2022-06-11,+30.50
2022-06-12,+30.00
2022-06-13,+30.00
2022-06-14,+30.00
2022-06-15,+29.50
2022-06-16,+30.00
2022-06-17,+30.50
2022-06-18,+30.00
2022-06-19,+30.00
2022-06-20,+30.00
2022-06-21,+31.00
2022-06-22,+30.50
2022-06-23,+30.50
2022-06-24,+30.50
2022-06-25,+30.00
2022-06-26,+30.00
2022-06-27,+30.50
2022-06-28,+31.50
2022-06-29,+30.50
2022-06-30,+30.00
