Date,Value
2021-12-01,+2.
2021-12-02,+2.
2021-12-03,+4.
2021-12-04,+5.
2021-12-05,+6.
2021-12-06,+5.
2021-12-07,+5.
2021-12-08,+2.
2021-12-09,+4.
2021-12-10,+3.
2021-12-11,+4.
2021-12-12,+4.
2021-12-13,+3.
2021-12-14,+5.
2021-12-15,+1.
2021-12-16,+3.
2021-12-17,+3.
2021-12-18,+6.
2021-12-19,+4.
2021-12-20,+6.
2021-12-21,+0.
2021-12-22,+3.
2021-12-23,+4.
2021-12-24,+0.
2021-12-25,+0.
2021-12-26,+6.
2021-12-27,+5.
2021-12-28,+4.
2021-12-29,+6.
2021-12-30,+5.
2021-12-31,+6.
