Date,Value 
2022-04-01,+61.7
2022-04-02,+61.5
2022-04-03,+61.6
2022-04-04,+60.6
2022-04-05,+60.7
2022-04-06,+60.9
2022-04-07,+60.8
2022-04-08,+60.3
2022-04-09,+60.1
2022-04-10,+61.1
2022-04-11,+61.4
2022-04-12,+61.3
2022-04-13,+61.7
2022-04-14,+61.3
2022-04-15,+61.7
2022-04-16,+61.1
2022-04-17,+60.7
2022-04-18,+60.2
2022-04-19,+60.9
2022-04-20,+61.0
2022-04-21,+61.0
2022-04-23,+60.2
2022-04-24,+60.6
2022-04-25,+60.3
2022-04-26,+61.1
2022-04-27,+61.3
2022-04-28,+60.6
2022-04-29,+60.9
2022-04-30,+60.5
