Date,Value 
2022-04-01,+31.00
2022-04-02,+30.16
2022-04-03,+30.00
2022-04-04,+30.00
2022-04-05,+30.50
2022-04-06,+30.00
2022-04-07,+30.00
2022-04-08,+28.00
2022-04-09,+30.50
2022-04-10,+30.00
2022-04-11,+30.00
2022-04-12,+30.50
2022-04-13,+30.25
2022-04-14,+30.00
2022-04-15,+31.00
2022-04-16,+30.25
2022-04-17,+30.00
2022-04-18,+30.00
2022-04-19,+30.00
2022-04-20,+30.25
2022-04-21,+30.83
2022-04-22,+30.83
2022-04-23,+30.50
2022-04-24,+30.00
2022-04-25,+30.00
2022-04-26,+30.50
2022-04-27,+30.16
2022-04-28,+30.50
2022-04-29,+30.50
2022-04-30,+29.66
