Date,Value 
2022-10-01,+31.50
2022-10-02,+30.00
2022-10-03,+30.00
2022-10-04,+30.25
2022-10-05,+31.00
2022-10-06,+30.50
2022-10-07,+30.50
2022-10-08,+30.50
2022-10-09,+30.50
2022-10-10,+30.50
2022-10-11,+30.50
2022-10-12,+31.50
2022-10-13,+30.00
2022-10-14,+30.50
2022-10-15,+30.00
2022-10-16,+30.00
2022-10-17,+30.00
2022-10-18,+30.50
2022-10-19,+30.50
2022-10-20,+30.50
2022-10-21,+31.00
2022-10-22,+30.50
2022-10-23,+30.50
2022-10-24,+30.50
2022-10-25,+31.00
2022-10-26,+30.50
2022-10-27,+30.50
2022-10-28,+31.50
2022-10-29,+30.00
2022-10-30,+31.00
2022-10-31,+30.00
