Date,Value
2022-01-02,+37.1
2022-01-03,+36.7
2022-01-05,+36.9
2022-01-07,+36.8
2022-01-08,+36.7
2022-01-11,+37.1
2022-01-13,+36.8
2022-01-15,+36.8
2022-01-16,+37.1
2022-01-17,+37.0
2022-01-18,+37.0
2022-01-19,+37.1
2022-01-20,+37.1
2022-01-21,+37.1
2022-01-22,+36.8
2022-01-23,+37.0
2022-01-24,+37.0
2022-01-25,+37.0
2022-01-27,+37.3
2022-01-28,+36.9
2022-01-30,+37.3
2022-01-31,+36.8
