Date,Value 
2022-04-01,+36.1
2022-04-02,+36.3
2022-04-03,+36.1
2022-04-04,+36.3
2022-04-05,+35.9
2022-04-06,+36.3
2022-04-07,+36.2
2022-04-08,+36.3
2022-04-09,+36.6
2022-04-10,+35.9
2022-04-11,+36.3
2022-04-12,+35.9
2022-04-13,+36.4
2022-04-14,+36.4
2022-04-15,+36.0
2022-04-16,+36.7
2022-04-17,+36.2
2022-04-18,+36.1
2022-04-19,+36.0
2022-04-20,+35.9
2022-04-21,+36.5
2022-04-22,+36.4
2022-04-23,+36.1
2022-04-24,+36.3
2022-04-25,+35.9
2022-04-26,+36.1
2022-04-27,+36.0
2022-04-28,+36.3
2022-04-29,+36.3
2022-04-30,+36.5
