Date,Value 
2022-05-01,+30.50
2022-05-02,+30.00
2022-05-03,+30.00
2022-05-04,+30.00
2022-05-05,+31.00
2022-05-06,+31.00
2022-05-07,+30.00
2022-05-08,+30.00
2022-05-09,+30.00
2022-05-10,+30.00
2022-05-11,+30.75
2022-05-12,+30.00
2022-05-13,+30.50
2022-05-14,+30.00
2022-05-15,+29.50
2022-05-16,+30.00
2022-05-17,+30.00
2022-05-18,+31.00
2022-05-19,+30.00
2022-05-20,+30.50
2022-05-21,+30.00
2022-05-22,+30.00
2022-05-23,+30.00
2022-05-24,+31.00
2022-05-25,+30.00
2022-05-26,+30.00
2022-05-27,+31.00
2022-05-28,+30.00
2022-05-29,+30.00
2022-05-30,+31.00
2022-05-31,+29.50
