Date,Value 
2022-08-01,+35.6
2022-08-02,+36.1
2022-08-03,+35.9
2022-08-04,+35.5
2022-08-05,+35.5
2022-08-06,+36.1
2022-08-07,+35.7
2022-08-08,+35.5
2022-08-09,+35.8
2022-08-10,+35.8
2022-08-11,+35.7
2022-08-12,+35.6
2022-08-13,+35.6
2022-08-14,+36.0
2022-08-15,+36.0
2022-08-16,+35.8
2022-08-17,+35.7
2022-08-18,+35.9
2022-08-19,+35.7
2022-08-20,+35.9
2022-08-21,+35.7
2022-08-22,+35.7
2022-08-23,+35.9
2022-08-24,+35.8
2022-08-25,+36.0
2022-08-26,+36.1
2022-08-27,+35.8
2022-08-28,+35.9
2022-08-29,+35.5
2022-08-30,+35.9
2022-08-31,+36.2
