Date,Value 
2022-05-01,+35.3
2022-05-02,+35.3
2022-05-03,+35.8
2022-05-04,+35.5
2022-05-05,+35.4
2022-05-06,+35.8
2022-05-07,+36.1
2022-05-08,+35.7
2022-05-09,+35.8
2022-05-10,+35.8
2022-05-11,+35.7
2022-05-12,+35.7
2022-05-13,+36.1
2022-05-14,+35.5
2022-05-15,+35.8
2022-05-16,+35.7
2022-05-17,+35.8
2022-05-18,+36.0
2022-05-19,+35.8
2022-05-20,+35.5
2022-05-21,+35.9
2022-05-22,+35.3
2022-05-23,+35.6
2022-05-24,+36.2
2022-05-24,+35.8
2022-05-25,+35.8
2022-05-26,+36.0
2022-05-27,+36.1
2022-05-28,+36.1
2022-05-29,+35.8
2022-05-30,+35.5
2022-05-31,+35.8
