Date,Value 
2022-09-01,+13.
2022-09-02,+8.
2022-09-03,+8.
2022-09-04,+12.
2022-09-05,+3.
2022-09-06,+8.
2022-09-07,+6.
2022-09-08,+3.
2022-09-09,+5.
2022-09-10,+12.
2022-09-11,+3.
2022-09-12,+4.
2022-09-13,+3.
2022-09-14,+7.
2022-09-15,+5.
2022-09-16,+8.
2022-09-17,+8.
2022-09-18,+4.
2022-09-19,+6.
2022-09-20,+5.
2022-09-21,+5.
2022-09-22,+12.
2022-09-23,+8.
2022-09-24,+8.
2022-09-25,+6.
2022-09-26,+6.
2022-09-27,+5.
2022-09-28,+8.
2022-09-29,+7.
2022-09-30,+5.
