Date,Value 
2022-01-01,+29.00
2022-01-02,+28.50
2022-01-03,+28.50
2022-01-04,+28.00
2022-01-05,+28.00
2022-01-06,+30.00
2022-01-07,+29.66
2022-01-08,+29.75
2022-01-09,+29.00
2022-01-10,+29.00
2022-01-11,+30.50
2022-01-12,+29.50
2022-01-13,+30.00
2022-01-14,+31.00
2022-01-15,+30.50
2022-01-16,+29.83
2022-01-17,+30.01
2022-01-18,+29.50
2022-01-19,+31.00
2022-01-20,+30.00
2022-01-21,+30.50
2022-01-22,+29.33
2022-01-23,+30.00
2022-01-24,+29.50
2022-01-25,+30.66
2022-01-26,+30.00
2022-01-27,+29.50
2022-01-28,+30.50
2022-01-29,+29.75
2022-01-30,+30.00
2022-01-31,+30.00
