Date,Value 
2022-05-01,+10.80
2022-05-02,+13.46
2022-05-03,+12.00
2022-05-04,+11.10
2022-05-05,+10.46
2022-05-06,+12.91
2022-05-07,+13.16
2022-05-08,+10.55
2022-05-09,+11.08
2022-05-10,+10.86
2022-05-11,+11.50
2022-05-12,+13.40
2022-05-13,+11.50
2022-05-14,+12.83
2022-05-15,+10.78
2022-05-16,+11.55
2022-05-17,+11.05
2022-05-18,+11.08
2022-05-19,+12.80
2022-05-20,+11.00
2022-05-21,+12.66
2022-05-22,+12.00
2022-05-23,+12.01
2022-05-24,+11.15
2022-05-25,+12.15
2022-05-26,+11.01
2022-05-27,+11.25
2022-05-28,+13.63
2022-05-29,+11.56
2022-05-30,+11.38
2022-05-31,+14.15
