Date,Value 
2022-03-02,+36.7
2022-03-06,+37.0
2022-03-07,+36.3
2022-03-08,+36.9
2022-03-10,+36.8
2022-03-11,+36.9
2022-03-12,+36.9
2022-03-13,+36.8
2022-03-16,+37.1
2022-03-18,+36.5
2022-03-19,+36.9
2022-03-20,+37.1
2022-03-22,+36.6
2022-03-24,+37.1
2022-03-25,+36.8
2022-03-26,+36.6
2022-03-27,+36.9
2022-03-31,+37.0
