Date,Value
2021-11-01,+60.4
2021-11-02,+60.1
2021-11-03,+60.1
2021-11-04,+60.2
2021-11-05,+60.5
2021-11-06,+60.0
2021-11-07,+60.7
2021-11-08,+60.9
2021-11-09,+60.8
2021-11-10,+60.7
2021-11-11,+60.5
2021-11-12,+60.2
2021-11-13,+60.3
2021-11-14,+60.4
2021-11-15,+60.5
2021-11-16,+60.1
2021-11-17,+60.2
2021-11-18,+60.1
2021-11-19,+60.4
2021-11-21,+60.5
2021-11-22,+60.6
2021-11-23,+60.6
2021-11-24,+60.4
2021-11-25,+60.5
2021-11-26,+60.6
2021-11-27,+60.6
2021-11-28,+60.9
2021-11-30,+60.8
