Date,Value 
2022-03-01,+10.50
2022-03-02,+15.48
2022-03-03,+10.68
2022-03-04,+10.50
2022-03-05,+10.70
2022-03-06,+10.60
2022-03-07,+10.50
2022-03-08,+10.50
2022-03-09,+11.45
2022-03-10,+11.50
2022-03-11,+11.13
2022-03-12,+12.36
2022-03-13,+10.86
2022-03-14,+11.06
2022-03-15,+11.06
2022-03-16,+11.40
2022-03-17,+12.06
2022-03-18,+11.50
2022-03-19,+13.78
2022-03-20,+12.86
2022-03-21,+11.00
2022-03-22,+12.88
2022-03-23,+11.88
2022-03-24,+11.91
2022-03-25,+13.91
2022-03-26,+13.31
2022-03-27,+10.98
2022-03-28,+11.56
2022-03-29,+11.00
2022-03-30,+14.06
2022-03-31,+12.86
