Date,Value
2022-02-01,+12.30
2022-02-02,+13.75
2022-02-03,+11.50
2022-02-04,+11.05
2022-02-05,+14.05
2022-02-06,+12.30
2022-02-07,+15.38
2022-02-08,+13.38
2022-02-09,+13.75
2022-02-10,+12.40
2022-02-11,+10.50
2022-02-12,+13.40
2022-02-13,+11.03
2022-02-14,+10.25
2022-02-15,+7.45
2022-02-16,+10.65
2022-02-17,+10.90
2022-02-18,+10.00
2022-02-19,+11.08
2022-02-20,+10.50
2022-02-21,+10.53
2022-02-22,+11.00
2022-02-23,+10.38
2022-02-24,+10.56
2022-02-25,+10.53
2022-02-26,+10.80
2022-02-27,+10.50
2022-02-28,+10.55
