Date,Value
2019-12-01,+65.1
2019-12-02,+66.2
2019-12-03,+66.7
2019-12-04,+65.0
2019-12-05,+65.1
2019-12-06,+65.6
2019-12-07,+66.1
2019-12-08,+66.0
2019-12-09,+65.9
2019-12-10,+65.2
2019-12-11,+65.5
2019-12-12,+65.4
2019-12-13,+65.5
2019-12-14,+65.1
2019-12-15,+65.8
2019-12-16,+65.2
2019-12-17,+65.0
2019-12-18,+65.7
2019-12-19,+65.4
2019-12-20,+64.8
2019-12-21,+65.1
2019-12-22,+65.0
2019-12-23,+65.0
2019-12-24,+64.8
2019-12-25,+64.8
2019-12-26,+64.3
2019-12-27,+64.8
2019-12-28,+65.4
2019-12-29,+65.8
2019-12-30,+65.3
2019-12-31,+65.1
