Date,Value 
2022-06-01,+60.6
2022-06-02,+60.4
2022-06-03,+59.3
2022-06-04,+59.8
2022-06-05,+59.9
2022-06-06,+59.9
2022-06-07,+60.3
2022-06-08,+59.8
2022-06-09,+59.6
2022-06-10,+59.7
2022-06-11,+59.6
2022-06-12,+59.6
2022-06-13,+59.4
2022-06-14,+59.6
2022-06-15,+59.5
2022-06-16,+59.9
2022-06-17,+60.1
2022-06-18,+59.9
2022-06-19,+59.3
2022-06-20,+59.0
2022-06-21,+59.2
2022-06-22,+59.5
2022-06-23,+59.7
2022-06-24,+59.7
2022-06-25,+59.1
2022-06-26,+59.3
2022-06-27,+59.1
2022-06-29,+58.8
2022-06-30,+58.4
