Date,Value 
2022-03-01,+30.00
2022-03-02,+29.50
2022-03-03,+29.00
2022-03-04,+28.50
2022-03-05,+30.00
2022-03-06,+27.00
2022-03-07,+29.00
2022-03-08,+29.00
2022-03-09,+29.50
2022-03-10,+29.50
2022-03-11,+30.50
2022-03-12,+29.00
2022-03-13,+29.00
2022-03-14,+30.00
2022-03-15,+30.00
2022-03-16,+31.00
2022-03-17,+30.00
2022-03-18,+31.00
2022-03-19,+29.00
2022-03-20,+30.00
2022-03-21,+30.00
2022-03-22,+30.00
2022-03-23,+30.00
2022-03-24,+30.50
2022-03-25,+31.00
2022-03-26,+28.75
2022-03-27,+30.00
2022-03-28,+30.00
2022-03-29,+31.00
2022-03-30,+30.16
2022-03-31,+29.75
