Date,Value 
2023-04-01,+5.01
2023-04-02,+5.00
2023-04-03,+6.48
2023-04-04,+6.01
2023-04-05,+7.85
2023-04-06,+5.05
2023-04-07,+7.65
2023-04-08,+7.13
2023-04-09,+5.91
2023-04-10,+7.96
2023-04-11,+7.28
2023-04-12,+5.16
2023-04-13,+5.25
2023-04-14,+5.43
2023-04-15,+7.21
2023-04-16,+8.10
2023-04-17,+4.68
2023-04-18,+7.25
2023-04-19,+4.26
2023-04-20,+7.08
2023-04-21,+5.51
2023-04-22,+7.40
2023-04-23,+6.38
2023-04-24,+6.55
2023-04-25,+5.70
2023-04-26,+7.21
2023-04-27,+6.80
2023-04-28,+4.83
2023-04-29,+6.93
2023-04-30,+6.56
