Date,Value 
2022-06-01,+35.9
2022-06-02,+36.5
2022-06-03,+35.1
2022-06-04,+35.8
2022-06-05,+35.9
2022-06-06,+35.6
2022-06-07,+35.8
2022-06-08,+35.9
2022-06-09,+35.2
2022-06-10,+35.8
2022-06-11,+35.5
2022-06-12,+35.8
2022-06-13,+35.8
2022-06-14,+35.5
2022-06-15,+35.9
2022-06-16,+35.9
2022-06-17,+35.8
2022-06-18,+36.2
2022-06-19,+36.0
2022-06-20,+35.9
2022-06-21,+35.7
2022-06-22,+35.5
2022-06-23,+35.2
2022-06-24,+35.8
2022-06-25,+35.8
2022-06-26,+35.9
2022-06-27,+36.0
2022-06-28,+35.8
2022-06-29,+35.9
2022-06-30,+36.0
