Date,Value 
2022-09-01,+30.50
2022-09-02,+30.50
2022-09-03,+30.00
2022-09-04,+30.00
2022-09-05,+30.50
2022-09-06,+31.50
2022-09-07,+31.50
2022-09-08,+30.50
2022-09-09,+31.00
2022-09-10,+30.00
2022-09-11,+30.00
2022-09-12,+30.00
2022-09-13,+30.50
2022-09-14,+30.00
2022-09-15,+30.00
2022-09-16,+30.50
2022-09-17,+30.00
2022-09-18,+30.00
2022-09-19,+30.00
2022-09-20,+30.00
2022-09-21,+31.00
2022-09-22,+30.00
2022-09-23,+31.00
2022-09-24,+30.00
2022-09-25,+30.00
2022-09-26,+30.00
2022-09-27,+31.50
2022-09-28,+30.00
2022-09-29,+30.00
2022-09-30,+30.00
