Date,Value 
2023-06-01,+31.50
2023-06-02,+35.00
2023-06-03,+31.00
2023-06-04,+32.00
2023-06-05,+32.00
2023-06-06,+33.50
2023-06-07,+30.50
2023-06-08,+31.00
2023-06-09,+32.50
2023-06-10,+32.00
2023-06-11,+31.00
2023-06-12,+32.50
2023-06-13,+32.75
2023-06-14,+33.50
2023-06-15,+30.50
2023-06-16,+32.50
2023-06-17,+31.00
2023-06-18,+32.00
2023-06-19,+32.50
2023-06-20,+30.00
2023-06-21,+32.50
2023-06-22,+31.50
2023-06-23,+32.50
2023-06-24,+34.00
2023-06-25,+31.00
2023-06-26,+29.00
2023-06-27,+32.50
2023-06-28,+30.50
2023-06-29,+32.50
2023-06-30,+31.00
