Date,Value 
2022-11-01,+30.50
2022-11-03,+30.50
2022-11-04,+31.00
2022-11-05,+30.00
2022-11-06,+30.50
2022-11-07,+30.50
2022-11-08,+30.50
2022-11-09,+30.50
2022-11-10,+30.50
2022-11-11,+31.50
2022-11-12,+30.00
2022-11-13,+31.50
2022-11-14,+33.00
2022-11-15,+30.00
2022-11-16,+32.00
2022-11-17,+28.00
2022-11-18,+30.50
2022-11-19,+30.00
2022-11-20,+30.00
2022-11-21,+29.50
2022-11-22,+31.00
2022-11-23,+30.00
2022-11-24,+30.00
2022-11-25,+30.50
2022-11-26,+30.00
2022-11-27,+30.00
2022-11-28,+30.50
2022-11-29,+31.00
2022-11-30,+31.00
