Date,Value 
2021-06-01,+59.6
2021-06-02,+59.3
2021-06-03,+59.6
2021-06-04,+59.3
2021-06-05,+59.2
2021-06-06,+59.0
2021-06-07,+58.9
2021-06-08,+58.9
2021-06-09,+58.9
2021-06-10,+59.0
2021-06-11,+59.2
2021-06-12,+58.7
2021-06-13,+59.6
2021-06-14,+59.5
2021-06-15,+59.0
2021-06-16,+59.1
2021-06-17,+58.9
2021-06-18,+59.5
2021-06-19,+59.3
2021-06-20,+58.9
2021-06-21,+59.1
2021-06-23,+59.5
2021-06-24,+59.3
2021-06-25,+59.2
2021-06-26,+59.5
2021-06-27,+59.4
2021-06-28,+59.6
2021-06-29,+59.2
2021-06-30,+59.1
