Date,Value 
2022-11-01,+12.85
2022-11-02,+11.58
2022-11-04,+11.91
2022-11-05,+11.96
2022-11-06,+12.00
2022-11-07,+12.45
2022-11-08,+12.81
2022-11-09,+13.95
2022-11-10,+14.00
2022-11-11,+13.71
2022-11-12,+14.51
2022-11-13,+11.96
2022-11-14,+14.85
2022-11-15,+12.03
2022-11-16,+14.40
2022-11-17,+12.80
2022-11-18,+8.50
2022-11-19,+14.00
2022-11-20,+11.51
2022-11-21,+12.75
2022-11-22,+12.03
2022-11-23,+14.51
2022-11-24,+11.50
2022-11-25,+12.51
2022-11-26,+13.83
2022-11-27,+10.60
2022-11-28,+12.00
2022-11-29,+12.58
2022-11-30,+14.21
