Date,Value
2021-12-01,+35.8
2021-12-02,+36.0
2021-12-03,+36.0
2021-12-04,+36.5
2021-12-05,+36.2
2021-12-06,+36.0
2021-12-07,+35.9
2021-12-08,+36.3
2021-12-09,+36.1
2021-12-10,+36.1
2021-12-11,+36.2
2021-12-12,+36.2
2021-12-13,+36.1
2021-12-14,+36.5
2021-12-15,+35.9
2021-12-16,+36.3
2021-12-17,+36.4
2021-12-18,+36.1
2021-12-19,+36.2
2021-12-20,+36.3
2021-12-21,+36.6
2021-12-22,+36.6
2021-12-23,+36.3
2021-12-24,+36.0
2021-12-25,+36.2
2021-12-26,+36.1
2021-12-27,+36.5
2021-12-28,+36.2
2021-12-29,+36.1
2021-12-30,+36.3
2021-12-31,+36.1
