Date,Value 
2023-06-01,+7.50
2023-06-02,+6.45
2023-06-03,+4.72
2023-06-04,+4.00
2023-06-05,+5.71
2023-06-06,+6.58
2023-06-07,+5.36
2023-06-08,+4.75
2023-06-09,+6.95
2023-06-10,+7.00
2023-06-11,+5.33
2023-06-12,+5.50
2023-06-12,+7.00
2023-06-14,+6.48
2023-06-15,+4.53
2023-06-16,+7.18
2023-06-17,+6.40
2023-06-18,+4.83
2023-06-19,+6.25
2023-06-20,+7.30
2023-06-21,+7.56
2023-06-22,+5.38
2023-06-23,+6.13
2023-06-24,+6.43
2023-06-25,+4.53
2023-06-26,+7.40
2023-06-27,+8.83
2023-06-28,+6.11
2023-06-29,+6.08
2023-06-30,+4.50
