Date,Value
2021-12-01,+30.50
2021-12-02,+30.00
2021-12-03,+30.00
2021-12-04,+29.50
2021-12-05,+29.00
2021-12-06,+28.50
2021-12-07,+30.50
2021-12-08,+28.50
2021-12-09,+29.50
2021-12-10,+30.00
2021-12-11,+29.00
2021-12-12,+29.50
2021-12-13,+30.00
2021-12-14,+29.50
2021-12-15,+29.66
2021-12-16,+29.50
2021-12-17,+29.00
2021-12-18,+29.00
2021-12-19,+28.00
2021-12-20,+29.00
2021-12-21,+31.00
2021-12-22,+30.00
2021-12-23,+29.50
2021-12-24,+30.75
2021-12-25,+30.00
2021-12-26,+29.00
2021-12-27,+29.75
2021-12-28,+30.50
2021-12-29,+28.00
2021-12-30,+28.50
2021-12-31,+30.50
