Date,Value 
2022-06-01,+36.3
2022-06-02,+37.0
2022-06-03,+36.1
2022-06-04,+36.3
2022-06-05,+36.1
2022-06-06,+36.2
2022-06-07,+36.4
2022-06-08,+36.3
2022-06-09,+35.8
2022-06-10,+36.1
2022-06-11,+36.7
2022-06-12,+36.2
2022-06-13,+36.6
2022-06-14,+35.9
2022-06-15,+36.2
2022-06-16,+36.2
2022-06-17,+36.2
2022-06-18,+36.3
2022-06-19,+36.3
2022-06-20,+36.5
2022-06-21,+36.0
2022-06-22,+36.1
2022-06-23,+35.8
2022-06-24,+36.5
2022-06-25,+36.5
2022-06-26,+36.1
2022-06-27,+36.4
2022-06-28,+36.3
2022-06-29,+36.6
2022-06-30,+36.5
