Date,Value 
2023-04-01,+31.00
2023-04-02,+31.66
2023-04-03,+30.50
2023-04-04,+32.00
2023-04-05,+32.00
2023-04-06,+30.00
2023-04-07,+31.50
2023-04-08,+32.00
2023-04-09,+31.00
2023-04-10,+31.50
2023-04-11,+32.00
2023-04-12,+32.50
2023-04-13,+32.50
2023-04-14,+30.50
2023-04-15,+31.50
2023-04-16,+30.50
2023-04-17,+30.50
2023-04-18,+31.00
2023-04-19,+30.00
2023-04-20,+31.00
2023-04-21,+32.00
2023-04-22,+30.50
2023-04-23,+30.50
2023-04-24,+30.50
2023-04-25,+32.50
2023-04-26,+30.50
2023-04-27,+31.00
2023-04-28,+32.00
2023-04-29,+31.00
2023-04-30,+30.00
